Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),,Size,Color,Season,Review Rating,Subscription Status,Payment Method,,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1123,70,Male,Handbag,Accessories,62,,S,Charcoal,Spring,4.3,No,Ecocash,,Yes,Yes,12,Credit Card,Annually
1124,36,Male,Hat,Accessories,67,,S,Purple,Fall,2.5,No,Debit Card,,Yes,Yes,38,Cash,Monthly
1125,42,Male,Sweater,Clothing,20,,M,Orange,Spring,4.9,No,Debit Card,,Yes,Yes,40,Cash,Quarterly
1126,27,Male,Sandals,Footwear,90,,M,Lavender,Summer,2.7,No,Debit Card,,Yes,Yes,10,Bank Transfer,Weekly
1127,23,Male,Scarf,Accessories,58,,L,Beige,Winter,3.4,No,Ecocash,,Yes,Yes,47,Ecocash,Fortnightly
1128,50,Male,Shirt,Clothing,53,,XL,Maroon,Spring,4.8,No,Ecocash,,Yes,Yes,22,Debit Card,Monthly
1129,56,Male,Gloves,Accessories,30,,L,Charcoal,Winter,4.7,No,Ecocash,,Yes,Yes,35,Debit Card,Monthly
1130,37,Male,Hoodie,Clothing,65,,XL,White,Winter,4.7,No,Credit Card,,Yes,Yes,46,Ecocash,Fortnightly
1131,67,Male,Jewelry,Accessories,41,,M,Lavender,Summer,3.9,No,Cash,,Yes,Yes,30,Ecocash,Bi-Weekly
1132,67,Male,Shirt,Clothing,73,,M,Black,Spring,3.7,No,Credit Card,,Yes,Yes,20,Bank Transfer,Monthly
1133,50,Male,Hoodie,Clothing,98,,S,Teal,Spring,4.3,No,laybye,,Yes,Yes,25,Cash,Fortnightly
1134,36,Male,Shoes,Footwear,36,,XL,Magenta,Winter,4.1,No,laybye,,Yes,Yes,29,Cash,Weekly
1135,62,Male,T-shirt,Clothing,81,,M,Brown,Summer,4.6,No,Bank Transfer,,Yes,Yes,2,Ecocash,Every 3 Months
1136,65,Male,Skirt,Clothing,90,,L,Peach,Winter,3.6,No,Ecocash,,Yes,Yes,32,Bank Transfer,Quarterly
1137,23,Male,Handbag,Accessories,83,,S,Cyan,Summer,4.8,No,Debit Card,,Yes,Yes,37,Cash,Monthly
1138,46,Male,Shirt,Clothing,91,,XL,Pink,Winter,2.8,No,Credit Card,,Yes,Yes,16,Bank Transfer,Every 3 Months
1139,18,Male,Pants,Clothing,36,,M,Purple,Summer,4.7,No,laybye,,Yes,Yes,32,Ecocash,Fortnightly
1140,58,Male,Coat,Outerwear,53,,L,Purple,Spring,3.9,No,laybye,,Yes,Yes,42,Debit Card,Bi-Weekly
1141,31,Male,Jeans,Clothing,39,,M,White,Winter,2.6,No,Cash,,Yes,Yes,6,Credit Card,Every 3 Months
1142,39,Male,Gloves,Accessories,33,,S,Silver,Winter,4.7,No,Debit Card,,Yes,Yes,23,Ecocash,Fortnightly
1143,69,Male,T-shirt,Clothing,76,,L,Green,Spring,3.5,No,Cash,,Yes,Yes,27,Ecocash,Bi-Weekly
1144,68,Male,Boots,Footwear,23,,L,Teal,Winter,4.4,No,Cash,,Yes,Yes,43,Ecocash,Quarterly
1145,41,Male,Jeans,Clothing,54,,S,Indigo,Fall,4.4,No,laybye,,Yes,Yes,25,Bank Transfer,Fortnightly
1146,31,Male,Sneakers,Footwear,89,,L,Pink,Summer,3,No,laybye,,Yes,Yes,30,Cash,Every 3 Months
1147,48,Male,Sneakers,Footwear,38,,M,Indigo,Summer,4.2,No,Debit Card,,Yes,Yes,7,Bank Transfer,Every 3 Months
1148,59,Male,Hat,Accessories,36,,XL,Red,Winter,4.3,No,laybye,,Yes,Yes,17,Debit Card,Annually
1149,34,Male,Pants,Clothing,66,,M,Violet,Spring,2.6,No,Bank Transfer,,Yes,Yes,10,Ecocash,Fortnightly
1150,21,Male,Jewelry,Accessories,42,,L,Cyan,Spring,3.3,No,Cash,,Yes,Yes,40,Ecocash,Annually
1151,29,Male,Jewelry,Accessories,36,,S,Red,Winter,2.7,No,Debit Card,,Yes,Yes,50,laybye,Bi-Weekly
1152,41,Male,Blouse,Clothing,86,,M,Gray,Spring,4.2,No,Bank Transfer,,Yes,Yes,24,Credit Card,Weekly
1153,62,Male,Handbag,Accessories,49,,M,Gold,Fall,4,No,Cash,,Yes,Yes,8,laybye,Every 3 Months
1154,27,Male,Shirt,Clothing,41,,M,Pink,Summer,4,No,laybye,,Yes,Yes,6,Bank Transfer,Quarterly
1155,49,Male,Dress,Clothing,82,,L,Cyan,Spring,2.9,No,laybye,,Yes,Yes,44,Credit Card,Bi-Weekly
1156,67,Male,T-shirt,Clothing,53,,S,Red,Fall,2.6,No,Debit Card,,Yes,Yes,47,laybye,Quarterly
1157,20,Male,Shoes,Footwear,21,,M,Gold,Summer,4.8,No,laybye,,Yes,Yes,6,laybye,Every 3 Months
1158,37,Male,Belt,Accessories,66,,M,Charcoal,Fall,4.4,No,Credit Card,,Yes,Yes,11,Cash,Quarterly
1159,69,Male,Belt,Accessories,89,,L,Orange,Summer,4,No,laybye,,Yes,Yes,41,Bank Transfer,Annually
1160,66,Male,Handbag,Accessories,55,,L,Blue,Fall,3.6,No,Debit Card,,Yes,Yes,46,Ecocash,Every 3 Months
1161,37,Male,Scarf,Accessories,42,,S,Blue,Summer,3.2,No,Cash,,Yes,Yes,9,Ecocash,Bi-Weekly
1162,63,Male,Shorts,Clothing,52,,S,Orange,Fall,3.1,No,Bank Transfer,,Yes,Yes,37,laybye,Monthly
1163,47,Male,Sandals,Footwear,92,,M,Blue,Winter,4.2,No,Ecocash,,Yes,Yes,13,laybye,Weekly
1164,26,Male,Pants,Clothing,56,,L,White,Summer,3,No,Credit Card,,Yes,Yes,24,Debit Card,Monthly
1165,68,Male,Dress,Clothing,96,,M,Green,Winter,4.2,No,Credit Card,,Yes,Yes,47,laybye,Quarterly
1166,51,Male,T-shirt,Clothing,64,,M,Silver,Winter,2.9,No,Cash,,Yes,Yes,21,laybye,Every 3 Months
1167,48,Male,Dress,Clothing,48,,S,Lavender,Winter,3.7,No,Cash,,Yes,Yes,22,laybye,Fortnightly
1168,60,Male,Socks,Clothing,83,,XL,Beige,Summer,3.6,No,Cash,,Yes,Yes,16,laybye,Quarterly
1169,68,Male,Scarf,Accessories,91,,L,Violet,Summer,3.6,No,Cash,,Yes,Yes,37,Debit Card,Fortnightly
1170,25,Male,Backpack,Accessories,94,,S,Gray,Fall,4.5,No,Cash,,Yes,Yes,3,Cash,Annually
1171,57,Male,Skirt,Clothing,62,,S,Red,Spring,3.2,No,Bank Transfer,,Yes,Yes,33,Cash,Bi-Weekly
1172,41,Male,Socks,Clothing,55,,M,Lavender,Spring,3.9,No,Bank Transfer,,Yes,Yes,15,Debit Card,Annually
1173,59,Male,Coat,Outerwear,68,,L,Peach,Spring,4.6,No,Credit Card,,Yes,Yes,42,Bank Transfer,Bi-Weekly
1174,44,Male,Jewelry,Accessories,76,,M,Indigo,Winter,2.5,No,Credit Card,,Yes,Yes,42,Cash,Bi-Weekly
1175,42,Male,Backpack,Accessories,31,,M,Black,Winter,4.3,No,Cash,,Yes,Yes,19,Bank Transfer,Bi-Weekly
1176,35,Male,Belt,Accessories,81,,M,Beige,Spring,4.1,No,Credit Card,,Yes,Yes,26,laybye,Quarterly
1177,36,Male,Dress,Clothing,83,,M,Red,Winter,4.6,No,Credit Card,,Yes,Yes,39,laybye,Quarterly
1178,54,Male,Skirt,Clothing,21,,M,Black,Spring,4.8,No,Cash,,Yes,Yes,24,Debit Card,Monthly
1179,37,Male,Dress,Clothing,22,,M,Teal,Spring,4.9,No,Credit Card,,Yes,Yes,23,Debit Card,Annually
1180,20,Male,T-shirt,Clothing,33,,M,Blue,Summer,2.8,No,Debit Card,,Yes,Yes,44,Bank Transfer,Annually
1181,23,Male,Skirt,Clothing,23,,S,Beige,Spring,4.9,No,Cash,,Yes,Yes,34,Cash,Monthly
1182,61,Male,Shorts,Clothing,96,,L,Teal,Summer,3.5,No,Cash,,Yes,Yes,43,Bank Transfer,Quarterly
1183,37,Male,Jewelry,Accessories,21,,M,Maroon,Spring,3.8,No,Debit Card,,Yes,Yes,45,laybye,Quarterly
1184,23,Male,Pants,Clothing,39,,M,Yellow,Spring,4.5,No,PayPal,,Yes,Yes,4,Credit Card,Weekly
1185,63,Male,Belt,Accessories,73,,S,Indigo,Fall,3.4,No,Bank Transfer,,Yes,Yes,19,Credit Card,Annually
1186,47,Male,Jeans,Clothing,64,,M,Magenta,Spring,3.9,No,Debit Card,,Yes,Yes,29,Credit Card,Monthly
1187,63,Male,Jeans,Clothing,68,,M,Beige,Summer,4.1,No,Cash,,Yes,Yes,27,Credit Card,Annually
1188,56,Male,Hat,Accessories,89,,L,Maroon,Fall,3,No,Cash,,Yes,Yes,37,Credit Card,Every 3 Months
1189,68,Male,Blouse,Clothing,29,,M,Magenta,Summer,3.3,No,Credit Card,,Yes,Yes,11,Credit Card,Weekly
1190,64,Male,Shirt,Clothing,97,,XL,Teal,Summer,4.9,No,Cash,,Yes,Yes,28,Debit Card,Annually
1191,62,Male,Shirt,Clothing,45,,M,Orange,Winter,4.3,No,Bank Transfer,,Yes,Yes,31,Credit Card,Weekly
1192,34,Male,T-shirt,Clothing,70,,L,Charcoal,Winter,4.1,No,Debit Card,,Yes,Yes,50,laybye,Quarterly
1193,49,Male,Coat,Outerwear,56,,M,Turquoise,Summer,4,No,Cash,,Yes,Yes,42,laybye,Quarterly
1194,40,Male,Jacket,Outerwear,55,,L,Pink,Fall,5,No,Ecocash,,Yes,Yes,18,Credit Card,Fortnightly
1195,50,Male,Hoodie,Clothing,46,,S,Teal,Winter,3.1,No,Debit Card,,Yes,Yes,6,Credit Card,Fortnightly
1196,25,Male,Scarf,Accessories,95,,M,White,Winter,4,No,Cash,,Yes,Yes,33,laybye,Monthly
1197,30,Male,Belt,Accessories,88,,M,Maroon,Winter,3.2,No,Ecocash,,Yes,Yes,13,Bank Transfer,Bi-Weekly
1198,54,Male,Sneakers,Footwear,92,,L,Violet,Fall,3.9,No,Debit Card,,Yes,Yes,26,laybye,Annually
1199,40,Male,Socks,Clothing,49,,M,Brown,Summer,3.9,No,Bank Transfer,,Yes,Yes,17,Cash,Annually
1200,49,Male,Sandals,Footwear,89,,M,Indigo,Fall,4.5,No,Credit Card,,Yes,Yes,3,Debit Card,Weekly
1201,27,Male,Coat,Outerwear,22,,XL,Black,Winter,4.4,No,Bank Transfer,,Yes,Yes,7,laybye,Weekly
1202,27,Male,Shoes,Footwear,61,,XL,Black,Summer,3.1,No,Cash,,Yes,Yes,46,laybye,Fortnightly
1203,48,Male,Scarf,Accessories,29,,S,Olive,Spring,2.9,No,Bank Transfer,,Yes,Yes,14,laybye,Every 3 Months
1204,40,Male,Sneakers,Footwear,82,,M,Orange,Winter,3.7,No,Bank Transfer,,Yes,Yes,23,Bank Transfer,Annually
1205,67,Male,Belt,Accessories,94,,M,Pink,Spring,3.2,No,Bank Transfer,,Yes,Yes,20,Credit Card,Every 3 Months
1206,52,Male,Handbag,Accessories,99,,M,Olive,Spring,3.5,No,Credit Card,,Yes,Yes,38,Bank Transfer,Fortnightly
1207,22,Male,Handbag,Accessories,59,,S,Cyan,Fall,3,No,Cash,,Yes,Yes,16,laybye,Every 3 Months
1208,62,Male,Boots,Footwear,90,,M,White,Summer,4.1,No,Ecocash,,Yes,Yes,48,Credit Card,Every 3 Months
1209,20,Male,Boots,Footwear,100,,S,Red,Winter,2.9,No,Cash,,Yes,Yes,8,Debit Card,Annually
1210,41,Male,Pants,Clothing,62,,M,Blue,Winter,3.8,No,laybye,,Yes,Yes,16,Bank Transfer,Monthly
1211,34,Male,Sunglasses,Accessories,78,,M,Olive,Fall,4.1,No,laybye,,Yes,Yes,5,Cash,Quarterly
1212,23,Male,Hoodie,Clothing,94,,M,Green,Spring,4.6,No,laybye,,Yes,Yes,14,laybye,Every 3 Months
1213,32,Male,Shoes,Footwear,74,,M,Yellow,Summer,2.5,No,laybye,,Yes,Yes,18,Credit Card,Weekly
1214,68,Male,Handbag,Accessories,52,,XL,Black,Spring,3.7,No,Cash,,Yes,Yes,14,Debit Card,Every 3 Months
1215,30,Male,Jacket,Outerwear,81,,M,Blue,Fall,3.8,No,Cash,,Yes,Yes,5,Cash,Every 3 Months
1216,66,Male,Blouse,Clothing,20,,L,Pink,Winter,2.6,No,Cash,,Yes,Yes,15,Credit Card,Every 3 Months
1217,62,Male,Pants,Clothing,32,,XL,Lavender,Summer,3.7,No,laybye,,Yes,Yes,3,laybye,Every 3 Months
1218,50,Male,Boots,Footwear,63,,XL,Cyan,Fall,2.6,No,Debit Card,,Yes,Yes,12,Cash,Every 3 Months
1219,55,Male,Boots,Footwear,79,,M,Cyan,Spring,3.1,No,Ecocash,,Yes,Yes,43,Cash,Every 3 Months
1220,19,Male,Sweater,Clothing,23,,M,Gold,Winter,2.5,No,Bank Transfer,,Yes,Yes,35,Credit Card,Bi-Weekly
1221,67,Male,Gloves,Accessories,64,,M,Green,Winter,4.9,No,Bank Transfer,,Yes,Yes,36,Bank Transfer,Quarterly
1222,18,Male,Socks,Clothing,69,,M,Red,Winter,4.5,No,Bank Transfer,,Yes,Yes,3,Cash,Quarterly
1223,58,Male,Jeans,Clothing,69,,L,Magenta,Fall,3.4,No,Bank Transfer,,Yes,Yes,27,Bank Transfer,Annually
1224,69,Male,Pants,Clothing,24,,L,Red,Winter,3.9,No,Credit Card,,Yes,Yes,21,Bank Transfer,Weekly
1225,62,Male,Shorts,Clothing,50,,M,Yellow,Summer,3.7,No,Bank Transfer,,Yes,Yes,18,laybye,Weekly
1226,28,Male,Gloves,Accessories,97,,S,Turquoise,Fall,2.6,No,Credit Card,,Yes,Yes,16,Debit Card,Weekly
1227,53,Male,Sandals,Footwear,91,,S,Cyan,Fall,3.4,No,Ecocash,,Yes,Yes,18,laybye,Bi-Weekly
1228,27,Male,Blouse,Clothing,37,,L,Yellow,Spring,4.9,No,Ecocash,,Yes,Yes,19,Bank Transfer,Bi-Weekly
1229,55,Male,Jacket,Outerwear,55,,S,Yellow,Winter,3.9,No,laybye,,Yes,Yes,1,Cash,Annually
1230,34,Male,Jewelry,Accessories,52,,XL,Maroon,Winter,3.6,No,laybye,,Yes,Yes,39,Bank Transfer,Annually
1231,25,Male,Hat,Accessories,80,,L,Brown,Spring,4.6,No,Debit Card,,Yes,Yes,49,laybye,Monthly
1232,66,Male,Socks,Clothing,79,,M,Gold,Spring,4,No,Credit Card,,Yes,Yes,43,Credit Card,Fortnightly
1233,57,Male,Handbag,Accessories,23,,M,Charcoal,Summer,3.6,No,Cash,,Yes,Yes,31,Debit Card,Every 3 Months
1234,46,Male,Pants,Clothing,73,,L,Beige,Winter,3.5,No,Cash,,Yes,Yes,40,laybye,Every 3 Months
1235,38,Male,Gloves,Accessories,99,,M,Indigo,Fall,4.1,No,Cash,,Yes,Yes,2,Bank Transfer,Bi-Weekly
1236,23,Male,Sweater,Clothing,22,,M,Red,Spring,3,No,Bank Transfer,,Yes,Yes,46,laybye,Every 3 Months
1237,42,Male,Hat,Accessories,68,,M,White,Summer,4.4,No,laybye,,Yes,Yes,35,Debit Card,Every 3 Months
1238,25,Male,Dress,Clothing,92,,S,Charcoal,Spring,4.4,No,Credit Card,,Yes,Yes,42,Credit Card,Quarterly
1239,55,Male,Pants,Clothing,77,,M,Violet,Winter,3.7,No,laybye,,Yes,Yes,3,laybye,Fortnightly
1240,62,Male,Coat,Outerwear,37,,XL,Magenta,Spring,4.8,No,laybye,,Yes,Yes,32,Debit Card,Every 3 Months
1241,41,Male,Scarf,Accessories,79,,L,White,Winter,2.9,No,Debit Card,,Yes,Yes,48,Debit Card,Annually
1242,58,Male,Hoodie,Clothing,51,,XL,Pink,Winter,3.1,No,Cash,,Yes,Yes,34,Credit Card,Weekly
1243,56,Male,Socks,Clothing,27,,M,Lavender,Summer,4,No,Bank Transfer,,Yes,Yes,15,Bank Transfer,Quarterly
1244,25,Male,Blouse,Clothing,23,,S,Pink,Spring,3,No,laybye,,Yes,Yes,22,Debit Card,Annually
1245,70,Male,Socks,Clothing,76,,S,Silver,Summer,3.9,No,Cash,,Yes,Yes,2,Cash,Monthly
1246,42,Male,Dress,Clothing,31,,M,Violet,Fall,3.4,No,Bank Transfer,,Yes,Yes,30,Bank Transfer,Weekly
1247,27,Male,Hoodie,Clothing,60,,M,Charcoal,Winter,2.7,No,Credit Card,,Yes,Yes,27,Cash,Monthly
1248,65,Male,T-shirt,Clothing,99,,M,Charcoal,Spring,3.5,No,Bank Transfer,,Yes,Yes,18,laybye,Bi-Weekly
1249,62,Male,Hat,Accessories,37,,XL,Red,Winter,3,No,Credit Card,,Yes,Yes,8,Credit Card,Annually
1250,62,Male,Boots,Footwear,50,,M,Peach,Winter,4.5,No,laybye,,Yes,Yes,48,laybye,Fortnightly
1251,52,Male,Jeans,Clothing,26,,XL,Purple,Winter,4.1,No,Cash,,Yes,Yes,24,Cash,Monthly
1252,56,Male,Shorts,Clothing,86,,XL,Orange,Spring,5,No,Debit Card,,Yes,Yes,43,Credit Card,Monthly
1253,28,Male,Sandals,Footwear,41,,L,Magenta,Fall,4,No,laybye,,Yes,Yes,8,Cash,Quarterly
1254,39,Male,Sandals,Footwear,23,,XL,Red,Winter,4.9,No,laybye,,Yes,Yes,49,laybye,Annually
1255,54,Male,Sneakers,Footwear,56,,XL,Black,Spring,3.3,No,Cash,,Yes,Yes,2,Credit Card,Bi-Weekly
1256,30,Male,Hat,Accessories,68,,M,Peach,Fall,4.1,No,Credit Card,,Yes,Yes,38,Cash,Fortnightly
1257,45,Male,Coat,Outerwear,48,,S,Olive,Winter,3.6,No,Cash,,Yes,Yes,4,Cash,Fortnightly
1258,68,Male,Dress,Clothing,67,,L,Gold,Spring,3,No,Cash,,Yes,Yes,31,Cash,Every 3 Months
1259,47,Male,Boots,Footwear,87,,XL,Gold,Spring,4.1,No,Debit Card,,Yes,Yes,34,Debit Card,Every 3 Months
1260,68,Male,Skirt,Clothing,64,,M,Turquoise,Fall,3.9,No,Bank Transfer,,Yes,Yes,45,Credit Card,Monthly
1261,63,Male,Shirt,Clothing,93,,XL,Green,Spring,4.1,No,laybye,,Yes,Yes,30,Debit Card,Quarterly
1262,20,Male,Shirt,Clothing,29,,L,Maroon,Summer,2.8,No,laybye,,Yes,Yes,2,Credit Card,Fortnightly
1263,29,Male,Boots,Footwear,62,,L,Brown,Winter,4.8,No,Debit Card,,Yes,Yes,44,laybye,Monthly
1264,41,Male,Hoodie,Clothing,70,,L,Brown,Winter,4.6,No,Bank Transfer,,Yes,Yes,1,Credit Card,Bi-Weekly
1265,52,Male,Sweater,Clothing,92,,S,Blue,Winter,2.5,No,laybye,,Yes,Yes,1,laybye,Bi-Weekly
1266,32,Male,Shirt,Clothing,79,,M,Lavender,Spring,2.7,No,Bank Transfer,,Yes,Yes,27,Bank Transfer,Weekly
1267,20,Male,Blouse,Clothing,31,,M,Peach,Fall,4,No,Cash,,Yes,Yes,14,Debit Card,Every 3 Months
1268,47,Male,T-shirt,Clothing,83,,S,Gray,Spring,2.7,No,Credit Card,,Yes,Yes,41,Cash,Weekly
1269,23,Male,Jacket,Outerwear,88,,XL,Charcoal,Winter,2.9,No,laybye,,Yes,Yes,25,Debit Card,Bi-Weekly
1270,43,Male,Jewelry,Accessories,53,,M,Lavender,Spring,3,No,laybye,,Yes,Yes,47,laybye,Quarterly
1271,67,Male,Hoodie,Clothing,98,,M,Green,Fall,3.3,No,Cash,,Yes,Yes,20,Cash,Annually
1272,70,Male,Jewelry,Accessories,57,,S,Gray,Spring,4.3,No,Cash,,Yes,Yes,42,laybye,Annually
1273,35,Male,Sandals,Footwear,80,,M,Orange,Winter,4.4,No,Debit Card,,Yes,Yes,16,Bank Transfer,Monthly
1274,41,Male,Jeans,Clothing,29,,L,Silver,Spring,4.1,No,Cash,,Yes,Yes,32,Credit Card,Every 3 Months
1275,54,Male,Hat,Accessories,73,,M,Olive,Spring,3.1,No,Cash,,Yes,Yes,37,laybye,Quarterly
1276,55,Male,Sweater,Clothing,32,,S,Turquoise,Fall,4.5,No,laybye,,Yes,Yes,1,laybye,Monthly
1277,51,Male,Boots,Footwear,68,,L,Turquoise,Spring,4.8,No,laybye,,Yes,Yes,37,Bank Transfer,Weekly
1278,19,Male,Blouse,Clothing,97,,L,Green,Spring,5,No,Debit Card,,Yes,Yes,5,laybye,Quarterly
1279,28,Male,Shorts,Clothing,98,,M,Violet,Fall,2.8,No,Credit Card,,Yes,Yes,31,laybye,Fortnightly
1280,63,Male,Hoodie,Clothing,56,,L,Charcoal,Fall,3.7,No,laybye,,Yes,Yes,18,Debit Card,Annually
1281,30,Male,Pants,Clothing,78,,L,White,Winter,4.4,No,laybye,,Yes,Yes,39,laybye,Every 3 Months
1282,29,Male,Belt,Accessories,81,,M,Olive,Spring,4.5,No,laybye,,Yes,Yes,8,laybye,Bi-Weekly
1283,24,Male,Shirt,Clothing,68,,L,Violet,Winter,3,No,Debit Card,,Yes,Yes,20,laybye,Monthly
1284,69,Male,Shirt,Clothing,94,,M,Violet,Winter,3.9,No,Credit Card,,Yes,Yes,23,Debit Card,Every 3 Months
1285,65,Male,Dress,Clothing,93,,M,Black,Spring,3.9,No,Bank Transfer,,Yes,Yes,38,laybye,Fortnightly
1286,64,Male,Gloves,Accessories,99,,M,Charcoal,Fall,3.5,No,laybye,,Yes,Yes,45,Bank Transfer,Fortnightly
1287,40,Male,Gloves,Accessories,49,,L,Yellow,Winter,4.9,No,Bank Transfer,,Yes,Yes,44,Debit Card,Fortnightly
1288,24,Male,Jeans,Clothing,28,,XL,Blue,Winter,3.4,No,laybye,,Yes,Yes,20,laybye,Monthly
1289,66,Male,Belt,Accessories,93,,XL,Charcoal,Winter,4.1,No,laybye,,Yes,Yes,34,laybye,Bi-Weekly
1290,35,Male,Jacket,Outerwear,24,,M,Red,Fall,2.9,No,Debit Card,,Yes,Yes,10,laybye,Weekly
1291,67,Male,Skirt,Clothing,35,,M,Indigo,Spring,3.4,No,Cash,,Yes,Yes,3,laybye,Annually
1292,69,Male,Sandals,Footwear,68,,S,Beige,Spring,3.2,No,laybye,,Yes,Yes,23,Debit Card,Fortnightly
1293,26,Male,Belt,Accessories,61,,M,Maroon,Summer,3.9,No,Debit Card,,Yes,Yes,42,Bank Transfer,Annually
1294,23,Male,Sweater,Clothing,74,,XL,Yellow,Fall,4.1,No,Bank Transfer,,Yes,Yes,30,Debit Card,Annually
1295,27,Male,Shirt,Clothing,64,,M,Silver,Summer,4.5,No,Credit Card,,Yes,Yes,21,Cash,Every 3 Months
1296,30,Male,Sneakers,Footwear,60,,M,Olive,Fall,2.8,No,Cash,,Yes,Yes,50,laybye,Weekly
1297,48,Male,Jeans,Clothing,29,,S,Teal,Spring,2.8,No,Cash,,Yes,Yes,16,Cash,Bi-Weekly
1298,44,Male,Sandals,Footwear,85,,M,Silver,Summer,4.6,No,Debit Card,,Yes,Yes,32,laybye,Annually
1299,29,Male,Pants,Clothing,81,,S,Indigo,Summer,3,No,Cash,,Yes,Yes,14,laybye,Fortnightly
1300,29,Male,Belt,Accessories,23,,L,Teal,Fall,3.6,No,Bank Transfer,,Yes,Yes,42,laybye,Bi-Weekly
1301,67,Male,T-shirt,Clothing,100,,M,Charcoal,Spring,4.5,No,Cash,,Yes,Yes,47,Credit Card,Every 3 Months
1302,42,Male,Shirt,Clothing,54,,M,Orange,Fall,5,No,Cash,,Yes,Yes,21,Debit Card,Weekly
1303,23,Male,Sneakers,Footwear,25,,M,Gold,Fall,2.9,No,Bank Transfer,,Yes,Yes,37,Credit Card,Monthly
1304,34,Male,Blouse,Clothing,32,,L,Silver,Summer,3.1,No,Cash,,Yes,Yes,10,Credit Card,Annually
1305,64,Male,Backpack,Accessories,63,,S,Orange,Spring,4,No,Bank Transfer,,Yes,Yes,18,laybye,Every 3 Months
1306,31,Male,Pants,Clothing,56,,XL,Peach,Spring,4.5,No,Cash,,Yes,Yes,2,laybye,Every 3 Months
1307,54,Male,Sweater,Clothing,33,,L,Brown,Winter,4.5,No,Cash,,Yes,Yes,40,laybye,Annually
1308,23,Male,Coat,Outerwear,32,,L,Black,Summer,3.1,No,Cash,,Yes,Yes,43,laybye,Annually
1309,59,Male,Dress,Clothing,38,,L,Red,Summer,4.4,No,Credit Card,,Yes,Yes,14,Credit Card,Every 3 Months
1310,32,Male,Blouse,Clothing,21,,L,Lavender,Summer,4.7,No,Bank Transfer,,Yes,Yes,41,Cash,Quarterly
1311,43,Male,Hoodie,Clothing,59,,L,Brown,Winter,3.1,No,Credit Card,,Yes,Yes,38,Credit Card,Every 3 Months
1312,32,Male,Shoes,Footwear,87,,M,Maroon,Fall,4.2,No,Credit Card,,Yes,Yes,12,laybye,Annually
1313,66,Male,T-shirt,Clothing,79,,M,Violet,Winter,3,No,laybye,,Yes,Yes,19,Bank Transfer,Monthly
1314,70,Male,Shoes,Footwear,28,,M,Lavender,Summer,2.6,No,Cash,,Yes,Yes,23,Credit Card,Bi-Weekly
1315,42,Male,Boots,Footwear,67,,S,Magenta,Summer,3.4,No,laybye,,Yes,Yes,49,Debit Card,Annually
1316,56,Male,Shorts,Clothing,75,,L,Green,Spring,4.2,No,laybye,,Yes,Yes,29,Debit Card,Quarterly
1317,28,Male,Belt,Accessories,32,,S,Lavender,Spring,4.6,No,laybye,,Yes,Yes,14,Debit Card,Bi-Weekly
1318,28,Male,Pants,Clothing,43,,M,Green,Spring,2.8,No,Credit Card,,Yes,Yes,19,Cash,Monthly
1319,52,Male,Shorts,Clothing,93,,M,Maroon,Spring,2.7,No,laybye,,Yes,Yes,19,Credit Card,Bi-Weekly
1320,65,Male,Sunglasses,Accessories,24,,M,Magenta,Spring,4,No,Credit Card,,Yes,Yes,48,Bank Transfer,Weekly
1321,56,Male,Hat,Accessories,31,,XL,Teal,Fall,3.1,No,laybye,,Yes,Yes,19,Debit Card,Annually
1322,59,Male,T-shirt,Clothing,84,,L,Orange,Winter,3.7,No,Credit Card,,Yes,Yes,45,Bank Transfer,Every 3 Months
1323,23,Male,Pants,Clothing,74,,M,Violet,Winter,4,No,Credit Card,,Yes,Yes,17,Bank Transfer,Quarterly
1324,58,Male,Shorts,Clothing,62,,M,Yellow,Spring,4.6,No,Cash,,Yes,Yes,15,Debit Card,Every 3 Months
1325,39,Male,Jewelry,Accessories,77,,S,Orange,Summer,3.8,No,Credit Card,,Yes,Yes,11,Credit Card,Fortnightly
1326,28,Male,Backpack,Accessories,73,,L,Gold,Summer,3.5,No,laybye,,Yes,Yes,1,Cash,Monthly
1327,40,Male,Shoes,Footwear,50,,M,Indigo,Spring,4.6,No,Bank Transfer,,Yes,Yes,17,Cash,Monthly
1328,52,Male,Coat,Outerwear,40,,M,Turquoise,Winter,2.8,No,Credit Card,,Yes,Yes,37,Cash,Weekly
1329,37,Male,Sweater,Clothing,97,,M,Orange,Winter,3.7,No,Debit Card,,Yes,Yes,40,Bank Transfer,Weekly
1330,70,Male,Gloves,Accessories,63,,M,Indigo,Fall,3.3,No,laybye,,Yes,Yes,50,laybye,Every 3 Months
1331,30,Male,Handbag,Accessories,65,,M,Charcoal,Fall,2.9,No,Credit Card,,Yes,Yes,20,laybye,Bi-Weekly
1332,38,Male,Socks,Clothing,91,,M,Lavender,Spring,3.2,No,Credit Card,,Yes,Yes,8,laybye,Bi-Weekly
1333,66,Male,Hoodie,Clothing,60,,S,Gold,Spring,4.3,No,Bank Transfer,,Yes,Yes,16,Bank Transfer,Quarterly
1334,29,Male,Pants,Clothing,69,,M,Lavender,Winter,2.7,No,Cash,,Yes,Yes,9,Bank Transfer,Quarterly
1335,46,Male,Coat,Outerwear,52,,S,White,Spring,4.2,No,Debit Card,,Yes,Yes,12,laybye,Monthly
